ENTITY_NUMBER,PREVIOUS_ENTITY_NUMBER,ENTITY_NAME,ENTITY_TYPE,STATUS,INITIAL_FILING_DATE,JURISDICTION,STREET_ADDRESS,MAILING_ADDRESS,AGENT_NAME,AGENT_ADDRESS,SOURCE_UPDATED_DATE
6195284,,"INHIBRX BIOSCIENCES, INC.",Stock Corporation - Out of State - Stock,Active,2024-03-29,DELAWARE,,,,,
