"Status","gx_location","ASSESSORS_PARCEL_NUMBER","APPLICANT","OWNERNAME","CONTRACTOR","FOLDERNUMBER","FOLDERDESC","FOLDERNAME","SUBTYPEDESCRIPTION","WORKDESCRIPTION","PERMITAPPROVALS","ISSUEDATE","FINALDATE","DWELLINGUNITS","PERMITVALUATION","SQUAREFOOTAGE","FOLDERRSN"
"Expired","1066  THE ALAMEDA   , SAN JOSE CA 95126-3141","26129028","DINYARI INC.   ","NONE","DINYARI INC.   ","2008-066735-CI","Commercial/Industrial","FORBRICH (B 100%) TPO ROOFING","Retail","ReRoof","B-4. Complete","12/16/2008 12:00:00 AM","","0","9482","0","1364088"
