"Status","gx_location","ASSESSORS_PARCEL_NUMBER","APPLICANT","OWNERNAME","CONTRACTOR","FOLDERNUMBER","FOLDERDESC","FOLDERNAME","SUBTYPEDESCRIPTION","WORKDESCRIPTION","PERMITAPPROVALS","ISSUEDATE","FINALDATE","DWELLINGUNITS","PERMITVALUATION","SQUAREFOOTAGE","FOLDERRSN"
"Active","2217  QUIMBY RD  , SAN JOSE CA 95122-0000","49104040","STATE ROOFING SYSTEMS INC   ","NONE","","2026-104199-CI","Commercial/Industrial","(B100%) FRESCO SUPERMARKET REROOF","Commercial/Industrial","ReRoof","B-4. Complete, M-4. Complete","2/19/2026 12:00:00 AM","","0","664020","0","2172720"
